texto,movilidad,oido,vista
"tengo vision normal aunque oigo genial, por otro lado camino bien.",1,1,1
"sin sentido del oido, por otro lado tengo fotofobia",1,0,2
veo lo estandar. orejas sensibles y tengo necesidad constante de moverme.,2,2,1
tengo dolor ocular escucho todo muy apagado,1,0,0
mi oido es normal,1,1,1
no soporto el volumen alto,1,2,1
camino perfectamente pero oigo bien,1,1,1
todo ok con la vista. ando bien de las piernas aunque ruido ambiental me agobia.,1,2,1
el ruido fuerte me daña. no tengo ojos,1,2,0
"mi oido es normal, me fallan las piernas. tengo dolor ocular.",0,1,0
camino perfectamente pero no veo nada,1,1,0
llevo lentillas y veo bien. no puedo mover las piernas,0,1,1
"me duelen los ojos, tengo movilidad muy reducida, de oido ando perfecto.",0,1,0
camino bien,1,1,1
dificultad severa para moverme pero no escucho nada ademas de la vista ando bien.,0,0,1
inquietud motora extrema,2,1,1
diagnosticado de tdah,2,1,1
vista de aguila y camino muy lento,0,1,2
mi movilidad es normal,1,1,1
uso baston para ciegos,1,1,0
no soporto el volumen alto hipervision,1,2,2
tengo fotofobia pero me fallan las piernas,0,1,2
camino bien pero escucho los ruidos demasiado fuertes,1,2,1
me muevo con normalidad ademas he perdido la vista,1,1,0
sordo total pero casi no tengo vista,1,0,0
hipersensibilidad a la luz escucho perfectamente,1,1,2
escucho los ruidos demasiado fuertes,1,2,1
tengo ceguera total,1,1,0
"veo lo estandar, tengo audicion normal",1,1,1
tengo dolor ocular y mi oido es normal pero me cuesta mucho caminar.,0,1,0
"soy ciego parcialmente, escucho todo muy apagado",1,0,0
la luz me deslumbra demasiado ademas inquietud motora extrema,2,1,2
camino con mueletas veo perfectamente,0,1,1
luz solar me ciega pero estoy postrado ademas hiperaudicion.,0,2,2
"tengo hipersensibilidad auditiva, por otro lado no soporto las luces brillantes aunque dificultad severa para moverme.",0,2,2
me muevo compulsivamente. soy tuerto,2,1,0
no puedo andar,0,1,1
"tengo hiperactividad, por otro lado ciego de nacimiento",2,1,0
"ando bien de las piernas, hiperaudicion",1,2,1
"tengo tics motores, veo destellos constantemente no oigo ni papa.",2,0,2
soy tuerto,1,1,0
"tengo fotofobia, por otro lado camino con mueletas, escucho las conversaciones sin problema.",0,1,2
no escucho nada,1,0,1
"me molestan mucho los ruidos aunque veo perfectamente, me fallan las piernas.",0,2,1
"ningun problema para caminar ademas escucho las conversaciones sin problema, veo muy mal.",1,1,0
mi movilidad es normal,1,1,1
"ciego de nacimiento. ando en silla de ruedas, por otro lado no oigo nada.",0,0,0
movilidad estandar,1,1,1
"tengo movilidad muy reducida, tengo vision normal",0,1,1
oido demasiado sensible,1,2,1
movilidad estandar,1,1,1
"casi no tengo vista, ando cojo",0,1,0
sensible a pitidos. no veo casi nada,1,2,0
veo lo estandar y no tengo piernas aunque hiperaudicion.,0,2,1
"sin problemas de vista, por otro lado sin sentido del oido",1,0,1
escucho los ruidos demasiado fuertes no tengo problemas en los ojos y no soporto estar atrapado.,2,2,1
toy sordo,1,0,1
oigo bien,1,1,1
tengo muy poca audicion,1,0,1
escucho las conversaciones sin problema pero ningun problema para caminar,1,1,1
escucho todo muy apagado diagnosticado de tdah,2,0,1
me duele el ojo,1,1,0
no puedo andar,0,1,1
tengo audicion normal ademas no veo casi nada,1,1,0
"escucho las conversaciones sin problema, ningun problema para caminar aunque sin problemas de vista.",1,1,1
veo lo estandar,1,1,1
llevo lentillas y veo bien,1,1,1
no oigo nada,1,0,1
tengo muy poca vision ademas oido demasiado sensible pero tengo tdah.,2,2,0
no veo en absoluto,1,1,0
uso gafas para leer,1,1,1
"camino bien, soy sordo",1,0,1
tengo tdah,2,1,1
me duele el ojo y sin problemas de movilidad y oigo bien.,1,1,0
tengo fotofobia aunque dificultad severa para moverme pero de oido ando perfecto.,0,1,2
tapon en el oido,1,0,1
sufro tdah,2,1,1
soy tuerto,1,1,0
"soy hiperactivo, por otro lado casi no tengo vista",2,1,0
no oigo nada,1,0,1
me molesta mucho la luz,1,1,2
toy ciego,1,1,0
de la vista ando bien,1,1,1
"tengo dolor ocular, me muevo con normalidad, uso lenguaje de senas.",1,0,0
no tengo orejas,1,0,1
mi movilidad es normal,1,1,1
camino con baston aunque sensible a pitidos,0,2,1
tengo ceguera total,1,1,0
todo ok con la vista,1,1,1
camino perfectamente aunque necesito ambiente oscuro,1,1,2
necesito espacio amplio veo muy mal,2,1,0
escucho todo muy apagado,1,0,1
no soporto estar atrapado ademas los sonidos agudos me dan dolor de cabeza. hipersensibilidad a la luz.,2,2,2
"mi movilidad es normal perdi el ojo, toy sordo.",1,0,0
no veo casi nada. movilidad estandar mi oido es normal.,1,1,0
uso gafas para leer soy hiperactivo. oigo genial.,2,1,1
camino con baston,0,1,1
sensible a pitidos ademas no soporto las luces brillantes,1,2,2
"ningun problema para caminar, por otro lado todo ok con la vista. sin sentido del oido.",1,0,1
mi movilidad es normal. tengo hiperacusia,1,2,1
camino con baston. luz solar me ciega,0,1,2
sin problemas de oido aunque toy ciego,1,1,0
sin problemas de oido mi agudeza visual es correcta no tengo piernas.,0,1,1
movilidad estandar,1,1,1
"necesito espacio amplio, por otro lado mi oido es normal, perdi el ojo.",2,1,0
sin problemas de vista,1,1,1
"dificultad severa para moverme aunque no tengo problemas en los ojos, por otro lado escucho todo muy apagado.",0,0,1
"no soporto las luces brillantes, sin problemas de movilidad y no me funcionan los oidos.",1,0,2
soy hiperactivo,2,1,1
toy ciego ademas tengo hiperactividad ademas tapon en el oido.,2,0,0
soy paralitico pero tapon en el oido me molesta mucho la luz.,0,0,2
camino con mueletas,0,1,1
tengo tics motores aunque uso gafas para leer ademas me molestan mucho los ruidos.,2,2,1
voy en silla,0,1,1
el ruido fuerte me daña. uso gafas para leer ademas tengo necesidad constante de moverme.,2,2,1
no veo en absoluto pero camino con baston tengo hipersensibilidad auditiva.,0,2,0
"soy tuerto. audicion sin problemas, ningun problema para caminar.",1,1,0
no soporto estar atrapado ademas mi oido es normal. mi agudeza visual es correcta.,2,1,1
me molestan mucho los ruidos. hipervision y tengo tdah.,2,2,2
pantallas muy brillantes me duelen. camino con mueletas escucho perfectamente.,0,1,2
tengo muy poca vision,1,1,0
tengo necesidad constante de moverme pero mi oido es normal pero mi vista es normal.,2,1,1
oido demasiado sensible,1,2,1
"veo bien, audicion sin problemas",1,1,1
dificultad severa para moverme y hipervision ademas mi oido es normal.,0,1,2
mi agudeza visual es correcta,1,1,1
"dolor de ojos pero no escucho nada, tengo movilidad muy reducida.",0,0,0
necesito ambiente oscuro oigo genial tengo tics motores.,2,1,2
escucho todo muy apagado,1,0,1
tengo vision normal,1,1,1
tengo tdah,2,1,1
tapon en el oido pero luz solar me ciega pero puedo andar sin problemas.,1,0,2
tengo necesidad constante de moverme ademas de oido ando perfecto y tengo dolor ocular.,2,1,0
uso gafas para leer y no soporto estar atrapado,2,1,1
"hipermovilidad sordo total, por otro lado me molesta mucho la luz.",2,0,2
veo bien aunque no soporto el volumen alto,1,2,1
ningun problema para caminar y escucho cero pero veo lo estandar.,1,0,1
el ruido fuerte me daña,1,2,1
los sonidos agudos me dan dolor de cabeza ademas ojos sensibles. dificultad severa para moverme.,0,2,2
sensible a pitidos y camino perfectamente veo lo estandar.,1,2,1
uso lenguaje de senas y no soporto las luces brillantes,1,0,2
mi agudeza visual es correcta aunque no soporto estar atrapado,2,1,1
orejas sensibles,1,2,1
me muevo compulsivamente y tengo sordera profunda,2,0,1
no soporto el volumen alto,1,2,1
"tapon en el oido, por otro lado invalido",0,0,1
"tengo audicion normal, por otro lado veo perfectamente",1,1,1
oigo genial aunque veo bien,1,1,1
llevo lentillas y veo bien mi movilidad es normal ademas sordo total.,1,0,1
vista de aguila,1,1,2
escucho los ruidos demasiado fuertes y veo bien pero sin problemas de movilidad.,1,2,1
ojos sensibles mi oido es normal aunque ando bien de las piernas.,1,1,2
"los sonidos agudos me dan dolor de cabeza y veo todo muy borroso, hipermovilidad.",2,2,0
uso lenguaje de senas,1,0,1
"luz solar me ciega pero estoy postrado, por otro lado tengo hiperacusia.",0,2,2
sin sentido del oido,1,0,1
perdi el ojo y tengo hiperactividad ademas ruido ambiental me agobia.,2,2,0
he perdido la vista camino con baston de oido ando perfecto.,0,1,0
necesito ambiente oscuro pero camino bien,1,1,2
"veo muy mal, mi movilidad es normal",1,1,0
veo perfectamente. necesidad de moverme siempre aunque no escucho nada.,2,0,1
los sonidos agudos me dan dolor de cabeza,1,2,1
"audicion sin problemas, por otro lado veo lo estandar",1,1,1
uso lenguaje de senas y no veo en absoluto me muevo con normalidad.,1,0,0
no me funcionan los ojos,1,1,0
no soporto las luces brillantes,1,1,2
oigo bien,1,1,1
tengo hiperacusia ademas no me puedo quedar quieto,2,2,1
uso gafas para leer aunque no tengo piernas,0,1,1
"escucho las conversaciones sin problema, por otro lado uso gafas para leer",1,1,1
camino perfectamente,1,1,1
ando bien de las piernas pero casi no tengo vista. audicion sin problemas.,1,1,0
soy paraplejico no tengo problemas en los ojos,0,1,1
"no me funcionan los oidos. toy ciego, ando bien de las piernas.",1,0,0
no me puedo quedar quieto aunque tengo vision normal,2,1,1
tengo movilidad muy reducida,0,1,1
tengo ceguera total aunque tengo hipersensibilidad auditiva aunque camino perfectamente.,1,2,0
uso gafas para leer aunque oido demasiado sensible y tengo tics motores.,2,2,1
me muevo compulsivamente. necesito ambiente oscuro,2,1,2
ningun problema para caminar aunque hipersensibilidad a la luz ruido ambiental me agobia.,1,2,2
camino muy lento aunque veo lo estandar,0,1,1
no tengo piernas,0,1,1
tengo hipersensibilidad visual pero no oigo ni papa,1,0,2
camino bien aunque tengo muy poca vision,1,1,0
estoy postrado aunque escucho cero aunque sin problemas de vista.,0,0,1
no me puedo quedar quieto. veo muy mal,2,1,0
me molestan mucho los ruidos,1,2,1
soy sordo pero no soporto las luces brillantes y me cuesta mucho caminar.,0,0,2
no escucho nada pero la luz me deslumbra demasiado,1,0,2
de la vista ando bien,1,1,1
movilidad estandar pero oigo muy mal,1,0,1
"oido demasiado sensible, tengo vision normal",1,2,1
me fallan las piernas pero tengo hiperacusia. sin problemas de vista.,0,2,1
ningun problema para caminar. de oido ando perfecto,1,1,1
camino perfectamente,1,1,1
de la vista ando bien y de oido ando perfecto. no puedo caminar.,0,1,1
uso gafas para leer,1,1,1
me muevo con normalidad soy sordo,1,0,1
"mi vista es normal, por otro lado sin sentido del oido",1,0,1
mi oido es normal,1,1,1
camino con mueletas. no veo nada,0,1,0
no soporto las luces brillantes,1,1,2
la luz me deslumbra demasiado aunque sin problemas de movilidad,1,1,2
no tengo piernas aunque mi agudeza visual es correcta ademas oigo genial.,0,1,1
"tengo necesidad constante de moverme, escucho cero ademas tengo hipersensibilidad visual.",2,0,2
de oido ando perfecto pantallas muy brillantes me duelen,1,1,2
escucho las conversaciones sin problema y uso baston para ciegos aunque voy en silla.,0,1,0
hipervision pero sensible a pitidos,1,2,2
pantallas muy brillantes me duelen aunque necesidad de moverme siempre pero oigo genial.,2,1,2
"veo lo estandar, por otro lado de oido ando perfecto, por otro lado no puedo andar.",0,1,1
ando bien de las piernas tengo hiperacusia,1,2,1
"los brillos me hacen daño en los ojos, por otro lado oigo genial ademas camino con mueletas.",0,1,2
vista de aguila de oido ando perfecto,1,1,2
de la vista ando bien,1,1,1
sin problemas de vista. escucho las conversaciones sin problema,1,1,1
"escucho los ruidos demasiado fuertes, sin problemas de movilidad",1,2,1
escucho perfectamente. me fallan las piernas,0,1,1
ando en silla de ruedas. escucho las conversaciones sin problema vista de aguila.,0,1,2
camino bien pero el ruido fuerte me daña,1,2,1
tengo audicion normal,1,1,1
ando bien de las piernas,1,1,1
"de oido ando perfecto, perdi el ojo",1,1,0
tengo hipersensibilidad auditiva,1,2,1
tengo hipersensibilidad auditiva,1,2,1
"tengo muy poca audicion, necesidad de moverme siempre",2,0,1
"camino perfectamente, oigo muy mal, necesito ambiente oscuro.",1,0,2
"escucho los ruidos demasiado fuertes, por otro lado me molesta mucho la luz ademas no puedo andar.",0,2,2
soy paraplejico,0,1,1
no veo en absoluto ademas voy en silla,0,1,0
soy sordo,1,0,1
ando en silla de ruedas aunque me duele el ojo,0,1,0
hipersensibilidad a la luz,1,1,2
pantallas muy brillantes me duelen,1,1,2
"veo perfectamente y me muevo con normalidad, el ruido fuerte me daña.",1,2,1
no me puedo quedar quieto tengo hipersensibilidad visual,2,1,2
me molesta mucho la luz,1,1,2
"ando bien de las piernas pero tapon en el oido, veo destellos constantemente.",1,0,2
veo muy mal,1,1,0
orejas sensibles. me fallan las piernas y tengo ceguera total.,0,2,0
mi movilidad es normal. veo todo muy borroso aunque sin problemas de oido.,1,1,0
mi movilidad es normal y mi vista es normal y escucho perfectamente.,1,1,1
estoy postrado,0,1,1
de la vista ando bien,1,1,1
no puedo mover las piernas pero luz solar me ciega. escucho los ruidos demasiado fuertes.,0,2,2
"ando en silla de ruedas, toy sordo y hipersensibilidad a la luz.",0,0,2
de la vista ando bien. tengo tics motores tengo audicion nula.,2,0,1
oigo bien pero necesito ambiente oscuro aunque me muevo compulsivamente.,2,1,2
oigo bien y me muevo compulsivamente,2,1,1
no me puedo quedar quieto aunque orejas sensibles,2,2,1
ando con muletas y escucho perfectamente,0,1,1
soy tuerto y no soporto el volumen alto y tengo tics motores.,2,2,0
ando cojo ademas oido demasiado sensible,0,2,1
mi movilidad es normal ademas oigo muy mal,1,0,1
necesito ambiente oscuro,1,1,2
me molesta mucho la luz,1,1,2
los sonidos agudos me dan dolor de cabeza,1,2,1
estoy postrado,0,1,1
"no soporto el volumen alto, por otro lado soy hiperactivo pero ciego de nacimiento.",2,2,0
no me funcionan los oidos,1,0,1
soy sordo,1,0,1
camino muy lento ademas tengo muy poca vision y los sonidos agudos me dan dolor de cabeza.,0,2,0
mi movilidad es normal. no veo en absoluto. tapon en el oido.,1,0,0
no oigo ni papa,1,0,1
"no veo casi nada, tengo hiperactividad",2,1,0
tengo fotofobia,1,1,2
los brillos me hacen daño en los ojos. tapon en el oido,1,0,2
tengo necesidad constante de moverme,2,1,1
tengo tics motores,2,1,1
escucho los ruidos demasiado fuertes aunque tengo fotofobia,1,2,2
me fallan las piernas pero de la vista ando bien,0,1,1
tengo fotofobia,1,1,2
"soy tuerto, por otro lado me cuesta mucho caminar pero orejas sensibles.",0,2,0
vista de aguila,1,1,2
la luz me deslumbra demasiado ademas invalido,0,1,2
"oido demasiado sensible, por otro lado la luz me deslumbra demasiado",1,2,2
no me puedo quedar quieto. sordo total pero llevo lentillas y veo bien.,2,0,1
mi oido es normal,1,1,1
tengo hiperactividad,2,1,1
no soporto las luces brillantes sin problemas de oido,1,1,2
escucho perfectamente aunque sin problemas de movilidad aunque vista de aguila.,1,1,2
toy sordo. me muevo con normalidad me molesta mucho la luz.,1,0,2
oigo genial tengo vision nula aunque camino muy lento.,0,1,0
"me muevo compulsivamente aunque toy sordo, por otro lado tengo fotofobia.",2,0,2
voy en silla,0,1,1
no tengo problemas en los ojos ademas escucho todo muy apagado. me muevo compulsivamente.,2,0,1
no tengo piernas,0,1,1
"veo lo estandar ademas me fallan las piernas, por otro lado sordo total.",0,0,1
ruido ambiental me agobia. mi agudeza visual es correcta ademas puedo andar sin problemas.,1,2,1
no tengo piernas,0,1,1
tengo audicion normal veo perfectamente,1,1,1
el ruido fuerte me daña,1,2,1
voy en silla aunque no distingo formas ni colores aunque tengo audicion nula.,0,0,0
tengo sordera profunda aunque camino muy lento,0,0,1
orejas sensibles y hipervision,1,2,2
tengo tdah,2,1,1
estoy inmovilizado hiperaudicion,0,2,1
no me funcionan los oidos,1,0,1
oido demasiado sensible,1,2,1
"audicion sin problemas me muevo con normalidad, por otro lado tengo vision normal.",1,1,1
sin problemas de oido,1,1,1
no me funcionan los oidos,1,0,1
uso gafas para leer y escucho perfectamente,1,1,1
ningun problema para caminar,1,1,1
no me funcionan los oidos pero no tengo ojos aunque ando en silla de ruedas.,0,0,0
los brillos me hacen daño en los ojos,1,1,2
soy sordo,1,0,1
necesito ambiente oscuro orejas sensibles,1,2,2
"hipervision, por otro lado sensible a pitidos, camino perfectamente.",1,2,2
sufro tdah ademas oigo bien ciego de nacimiento.,2,1,0
ando en silla de ruedas,0,1,1
sin problemas de vista,1,1,1
"sin problemas de vista aunque ningun problema para caminar, de oido ando perfecto.",1,1,1
veo perfectamente,1,1,1
ando con muletas,0,1,1
mi agudeza visual es correcta ademas voy en silla,0,1,1
